GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0032970	regulation of actin filament-based process	1.31e-04	1.31e-04	1	EPHA3,LIMA1,CNN2,FSCN1,ABL1,SFRP1,CAV1,CXCL12,SEMA5A,PDE4D,PDGFRB,CTGF,TEK,LRP1,PDGFRA,CCL21,TPM1,PHLDB2,SLIT2,IQGAP2,CDC42EP3,DLC1,DAPK3,MYADM,LPAR1,PLN,ARHGEF15,MAGEL2
GO:0030036	actin cytoskeleton organization	2.17e-06	2.17e-06	1	EPHA3,LIMA1,BCAR1,ACTN1,FSCN1,FAT1,SORBS1,ABL1,CORO2B,SFRP1,CXCL12,NEDD9,PTK7,SEMA5A,DPYSL3,PDGFRB,RND3,CTGF,TEK,LRP1,MYH10,MYH11,PDGFRA,CCL21,FGF7,TPM1,IQSEC1,PHLDB2,SLIT2,IQGAP2,ADRA2A,KIT,SHROOM4,CDC42EP3,LMOD1,DLC1,DAPK3,TNXB,ANTXR1,S1PR1,MYADM,FGD6,PRKG1,LPAR1,ARHGEF15,AQP1,MAGEL2
GO:0031032	actomyosin structure organization	2.75e-02	2.75e-02	1	SORBS1,SFRP1,PDGFRB,CTGF,MYH10,MYH11,PDGFRA,TPM1,PHLDB2,LMOD1,DLC1,LPAR1,ARHGEF15
GO:0032956	regulation of actin cytoskeleton organization	7.76e-04	7.76e-04	1	EPHA3,LIMA1,FSCN1,ABL1,SFRP1,CXCL12,SEMA5A,PDGFRB,CTGF,TEK,LRP1,PDGFRA,CCL21,TPM1,PHLDB2,SLIT2,IQGAP2,CDC42EP3,DLC1,DAPK3,MYADM,LPAR1,ARHGEF15,MAGEL2
GO:0007015	actin filament organization	5.94e-03	5.94e-03	1	LIMA1,BCAR1,ACTN1,FSCN1,FAT1,SORBS1,SFRP1,CXCL12,NEDD9,SEMA5A,DPYSL3,CTGF,CCL21,TPM1,PHLDB2,SLIT2,IQGAP2,SHROOM4,CDC42EP3,LMOD1,DLC1,MYADM,LPAR1,ARHGEF15,MAGEL2
GO:0061572	actin filament bundle organization	2.26e-02	2.26e-02	1	LIMA1,FSCN1,SORBS1,SFRP1,NEDD9,DPYSL3,CTGF,TPM1,PHLDB2,DLC1,LPAR1,ARHGEF15
GO:0051017	actin filament bundle assembly	2.06e-02	2.06e-02	1	LIMA1,FSCN1,SORBS1,SFRP1,NEDD9,DPYSL3,CTGF,TPM1,PHLDB2,DLC1,LPAR1,ARHGEF15
GO:0090520	sphingolipid mediated signaling pathway	4.98e-02	4.98e-02	1	S1PR1,SPHK1,SPNS2
GO:0003376	sphingosine-1-phosphate signaling pathway	4.98e-02	4.98e-02	1	S1PR1,SPHK1,SPNS2
GO:0044236	multicellular organism metabolic process	7.12e-23	7.12e-23	1	MRC2,COL11A1,TRAM2,FAP,COL5A3,COL16A1,MMP2,COL9A3,MMP11,COL1A1,COL12A1,GHR,COL7A1,TGFB3,MMP19,COL10A1,BMP4,COL5A1,COL4A2,COL6A1,COL6A2,CTSK,COL8A1,ITGB1,MMP14,COL6A3,COL1A2,MFAP4,TNXB,COL3A1,COL8A2,F2R,COL4A1,COL14A1,COL4A5,COL4A6,COL5A2,COL15A1,COL6A6
GO:0044243	multicellular organism catabolic process	1.95e-20	1.95e-20	1	MRC2,COL11A1,FAP,COL5A3,COL16A1,MMP2,COL9A3,MMP11,COL1A1,COL12A1,COL7A1,MMP19,COL10A1,COL5A1,COL4A2,COL6A1,COL6A2,CTSK,COL8A1,ITGB1,MMP14,COL6A3,COL1A2,COL3A1,COL8A2,COL4A1,COL14A1,COL4A5,COL4A6,COL5A2,COL15A1,COL6A6
GO:0044246	regulation of multicellular organismal metabolic process	3.43e-03	3.43e-03	1	FAP,TGFB3,BMP4,ITGB1,MFAP4,F2R
GO:0044259	multicellular organismal macromolecule metabolic process	9.26e-23	9.26e-23	1	MRC2,COL11A1,TRAM2,FAP,COL5A3,COL16A1,MMP2,COL9A3,MMP11,COL1A1,COL12A1,COL7A1,TGFB3,MMP19,COL10A1,BMP4,COL5A1,COL4A2,COL6A1,COL6A2,CTSK,COL8A1,ITGB1,MMP14,COL6A3,COL1A2,MFAP4,TNXB,COL3A1,COL8A2,F2R,COL4A1,COL14A1,COL4A5,COL4A6,COL5A2,COL15A1,COL6A6
GO:0032963	collagen metabolic process	1.46e-23	1.46e-23	1	MRC2,COL11A1,TRAM2,FAP,COL5A3,COL16A1,MMP2,COL9A3,MMP11,COL1A1,COL12A1,COL7A1,TGFB3,MMP19,COL10A1,BMP4,COL5A1,COL4A2,COL6A1,COL6A2,CTSK,COL8A1,ITGB1,MMP14,COL6A3,COL1A2,MFAP4,TNXB,COL3A1,COL8A2,F2R,COL4A1,COL14A1,COL4A5,COL4A6,COL5A2,COL15A1,COL6A6
GO:0032964	collagen biosynthetic process	3.43e-03	3.43e-03	1	TRAM2,COL1A1,TGFB3,BMP4,COL5A1,F2R
GO:0010712	regulation of collagen metabolic process	3.43e-03	3.43e-03	1	FAP,TGFB3,BMP4,ITGB1,MFAP4,F2R
GO:0030574	collagen catabolic process	1.41e-21	1.41e-21	1	MRC2,COL11A1,FAP,COL5A3,COL16A1,MMP2,COL9A3,MMP11,COL1A1,COL12A1,COL7A1,MMP19,COL10A1,COL5A1,COL4A2,COL6A1,COL6A2,CTSK,COL8A1,ITGB1,MMP14,COL6A3,COL1A2,COL3A1,COL8A2,COL4A1,COL14A1,COL4A5,COL4A6,COL5A2,COL15A1,COL6A6
GO:0048534	hematopoietic or lymphoid organ development	3.08e-02	3.08e-02	1	FSTL3,ACTN1,GLI2,IL11,SFRP1,CDK6,GLI3,SH3PXD2A,FOXP1,TNFSF4,TCF21,TEK,ACVR2A,INHBA,SOX4,RUNX2,BMP4,KDR,LIF,LRRC17,WNT2B,EPHA2,SFRP2,ITGB1,MMP14,KIT,RUNX1,BCL6B,VCAM1,TGFBR2,HAND2,SOCS5,CD34,PDE2A,MFAP5
GO:0033002	muscle cell proliferation	1.54e-03	1.54e-03	1	IGF1,OGN,PDGFRB,FOXP1,IGFBP5,BMP4,TPM1,MEGF10,ANGPT1,PTGIR,NOG,APOD
GO:0048659	smooth muscle cell proliferation	4.02e-03	4.02e-03	1	IGF1,OGN,PDGFRB,FOXP1,IGFBP5,BMP4,TPM1,PTGIR,APOD
GO:0033687	osteoblast proliferation	1.14e-02	1.14e-02	1	SFRP1,BMP2,CYR61,GREM1,TMEM119
GO:0048144	fibroblast proliferation	1.76e-04	1.76e-04	1	IGF1,FBLN1,SFRP1,CDK6,FN1,PDGFRA,AGT,SKI,DDR2,SPHK1,AQP1
GO:0048145	regulation of fibroblast proliferation	1.41e-04	1.41e-04	1	IGF1,FBLN1,SFRP1,CDK6,FN1,PDGFRA,AGT,SKI,DDR2,SPHK1,AQP1
GO:0050673	epithelial cell proliferation	1.25e-08	1.25e-08	1	IGF1,SNAI2,FLT4,FAP,LAMB1,SFRP1,CDK6,CAV1,SEMA5A,SPARC,F3,NRP2,TEK,NR4A1,BMP4,BMP2,KDR,LOXL2,THBS1,FGF7,EPHA2,ECM1,SFRP2,CASK,BMP6,FZD7,KRT4,MCC,SCG2,EGFL7,CD34,SOX11,EGR3
GO:0001935	endothelial cell proliferation	5.13e-06	5.13e-06	1	FLT4,CAV1,SEMA5A,SPARC,F3,NRP2,TEK,NR4A1,BMP4,BMP2,KDR,LOXL2,THBS1,ECM1,SCG2,EGFL7,CD34,EGR3
GO:0050678	regulation of epithelial cell proliferation	6.57e-08	6.57e-08	1	IGF1,SNAI2,FLT4,LAMB1,SFRP1,CDK6,CAV1,SEMA5A,SPARC,F3,NRP2,TEK,NR4A1,BMP4,BMP2,KDR,THBS1,FGF7,ECM1,SFRP2,CASK,BMP6,FZD7,KRT4,MCC,SCG2,EGFL7,SOX11,EGR3
GO:0001936	regulation of endothelial cell proliferation	1.37e-05	1.37e-05	1	FLT4,CAV1,SEMA5A,SPARC,F3,NRP2,TEK,NR4A1,BMP4,BMP2,KDR,THBS1,ECM1,SCG2,EGFL7,EGR3
GO:0033688	regulation of osteoblast proliferation	6.04e-03	6.04e-03	1	SFRP1,BMP2,CYR61,GREM1,TMEM119
GO:0048660	regulation of smooth muscle cell proliferation	2.82e-03	2.82e-03	1	IGF1,OGN,PDGFRB,FOXP1,IGFBP5,BMP4,TPM1,PTGIR,APOD
GO:0008284	positive regulation of cell proliferation	1.45e-10	1.45e-10	1	MARK4,IGF1,HGF,FLT4,FGFR3,FBLN1,CHRD,LAMB1,BAMBI,IL11,CD276,SFRP1,CDK6,SEMA5A,FGF1,PDGFRB,FOXP1,FN1,F3,TNFSF4,NRP2,PGF,TEK,NR4A1,SOX4,BMP4,BMP2,EDN2,KDR,LIF,NES,KRAS,PDGFRA,AGT,FGF7,CYR61,ECM1,SFRP2,NTRK2,HMGA2,ADRA2A,VEGFC,BMP6,PID1,FZD7,VCAM1,DDR2,TGFBR2,GREM1,IGF2,IRS1,SIX2,HAS2,PDGFD,SCG2,EGFL7,SPHK1,SOX11,EGR3,F2R,TMEM119,NCCRP1,DPP4,AQP1,CCL14
GO:0050679	positive regulation of epithelial cell proliferation	9.28e-07	9.28e-07	1	IGF1,FLT4,LAMB1,SFRP1,SEMA5A,F3,NRP2,TEK,NR4A1,BMP4,BMP2,KDR,FGF7,ECM1,BMP6,FZD7,SCG2,EGFL7,SOX11,EGR3
GO:0001938	positive regulation of endothelial cell proliferation	9.19e-06	9.19e-06	1	FLT4,SEMA5A,F3,NRP2,TEK,NR4A1,BMP4,BMP2,KDR,ECM1,SCG2,EGFL7,EGR3
GO:0048146	positive regulation of fibroblast proliferation	7.17e-05	7.17e-05	1	IGF1,FBLN1,CDK6,FN1,PDGFRA,AGT,DDR2,SPHK1,AQP1
GO:0033690	positive regulation of osteoblast proliferation	1.93e-02	1.93e-02	1	BMP2,CYR61,TMEM119
GO:0008285	negative regulation of cell proliferation	1.23e-05	1.23e-05	1	SNAI2,PPAP2A,SPEG,FBLN1,FAP,PTHLH,SFRP1,CDK6,CAV1,SFRP4,OGN,SPARC,IGFBP5,PKD2,TGFB3,TNFRSF8,INHBA,SOX4,BMP4,BMP2,ALDH1A2,SH3BP4,THBS1,CYP1B1,TPM1,TGFB1I1,SFRP2,CASK,SKI,PTGIR,IGFBP7,DLC1,GREM1,IGFBP6,ROR2,KRT4,SOX7,MCC,SCG2,PODN,SOX11,F2R,NOG,APOD,KANK2,ITGA1
GO:0050680	negative regulation of epithelial cell proliferation	4.62e-03	4.62e-03	1	SNAI2,SFRP1,CDK6,CAV1,SPARC,THBS1,SFRP2,CASK,KRT4,MCC,SCG2
GO:0048662	negative regulation of smooth muscle cell proliferation	1.95e-02	1.95e-02	1	OGN,IGFBP5,TPM1,PTGIR,APOD
GO:0052547	regulation of peptidase activity	3.25e-02	3.25e-02	1	TFPI,HGF,NGFR,TIMP3,CAV1,PCOLCE,SERPINE1,F3,RECK,SERPINF1,AGT,THBS1,APP,ECM1,CRB2,SERPINH1,SPOCK1,PCOLCE2,DLC1,CST1,SOX7,F2R,MAPK12,DAPK1,CR1,AQP1,ANXA8
GO:0034330	cell junction organization	5.19e-10	5.19e-10	1	SNAI2,EPHA3,ACTN1,FERMT2,FSCN1,COL16A1,SORBS1,SFRP1,CAV1,CLDN15,CNTNAP1,PVRL1,TGFB3,TEK,SNAI1,KDR,FLNC,AGT,THBS1,KIFC3,CDH11,PHLDB2,NLGN4X,ITGB1,GJA1,THY1,FBLIM1,DLC1,GJB2,DAPK3,NLGN2,PARD6G,PLEC,CDH5,GJC1,CLDN5,KRT5,APOD
GO:0045216	cell-cell junction organization	7.07e-09	7.07e-09	1	SNAI2,EPHA3,ACTN1,FERMT2,FSCN1,COL16A1,SORBS1,SFRP1,CAV1,CLDN15,CNTNAP1,PVRL1,TGFB3,TEK,SNAI1,KDR,AGT,THBS1,KIFC3,CDH11,PHLDB2,NLGN4X,GJA1,THY1,DLC1,GJB2,DAPK3,NLGN2,PARD6G,CDH5,GJC1,CLDN5,APOD
GO:0034332	adherens junction organization	1.09e-04	1.09e-04	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,SFRP1,PVRL1,TEK,KDR,THBS1,CDH11,PHLDB2,THY1,DLC1,DAPK3,CDH5,APOD
GO:1903391	regulation of adherens junction organization	2.14e-04	2.14e-04	1	EPHA3,COL16A1,SFRP1,TEK,KDR,THBS1,PHLDB2,DLC1,DAPK3,APOD
GO:1903392	negative regulation of adherens junction organization	4.98e-02	4.98e-02	1	THBS1,PHLDB2,DLC1,APOD
GO:0034329	cell junction assembly	9.80e-09	9.80e-09	1	SNAI2,EPHA3,ACTN1,FERMT2,FSCN1,COL16A1,SORBS1,SFRP1,CAV1,CLDN15,CNTNAP1,PVRL1,TEK,SNAI1,KDR,FLNC,AGT,THBS1,CDH11,PHLDB2,ITGB1,GJA1,THY1,FBLIM1,DLC1,GJB2,DAPK3,PARD6G,PLEC,CDH5,GJC1,CLDN5,KRT5,APOD
GO:0007044	cell-substrate junction assembly	1.73e-06	1.73e-06	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,PLEC,KRT5,APOD
GO:0007043	cell-cell junction assembly	2.99e-03	2.99e-03	1	SNAI2,FSCN1,CAV1,CLDN15,CNTNAP1,SNAI1,AGT,GJA1,GJB2,PARD6G,CDH5,GJC1,CLDN5
GO:0016264	gap junction assembly	1.11e-03	1.11e-03	1	CAV1,AGT,GJA1,GJB2,GJC1
GO:0034333	adherens junction assembly	1.94e-05	1.94e-05	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,APOD
GO:0007045	cell-substrate adherens junction assembly	3.82e-06	3.82e-06	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,APOD
GO:0033627	cell adhesion mediated by integrin	2.07e-07	2.07e-07	1	SNAI2,COL16A1,SERPINE1,PLAU,PODXL,CCL21,ITGA11,CYP1B1,EPHA2,SFRP2,ITGB1,ITGA2,NPNT,DPP4
GO:0031589	cell-substrate adhesion	2.88e-13	2.88e-13	1	EPHA3,ACTN1,FERMT2,FBLN1,COL16A1,LAMB1,SORBS1,SFRP1,CDK6,SERPINE1,ECM2,VWF,FN1,TEK,PLAU,KDR,LYVE1,CD36,CCL21,THBS1,ITGA11,FBLN5,ITGA10,PHLDB2,CASK,ITGB1,ADAMTS12,SPOCK1,THY1,FZD7,ITGA5,VCAM1,ITGA2,DLC1,DAPK3,COL3A1,NPNT,ANTXR1,CD34,MYADM,APOD,ITGA1
GO:0007160	cell-matrix adhesion	5.60e-12	5.60e-12	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,SFRP1,CDK6,SERPINE1,ECM2,TEK,PLAU,KDR,LYVE1,CD36,CCL21,THBS1,ITGA11,FBLN5,ITGA10,PHLDB2,CASK,ITGB1,ADAMTS12,THY1,VCAM1,ITGA2,DLC1,DAPK3,COL3A1,NPNT,CD34,APOD,ITGA1
GO:0061302	smooth muscle cell-matrix adhesion	1.01e-02	1.01e-02	1	SERPINE1,PLAU,APOD
GO:0048041	focal adhesion assembly	3.82e-06	3.82e-06	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,APOD
GO:0016337	single organismal cell-cell adhesion	7.04e-05	7.04e-05	1	FYN,IGF1,SNAI2,FSTL3,GLI2,FAT1,NRCAM,LAMB1,SRPX2,CD276,CAV1,GLI3,CXCL12,PVRL1,FOXP1,TNFSF4,SOX4,BMP4,CD93,BMP2,PODXL,PDGFRA,NT5E,CCL21,KIFC3,MEGF10,NLGN4X,ITGB1,THY1,KIT,ITGA5,FBLIM1,VCAM1,TGFBR2,CERCAM,IGF2,NPNT,NLGN2,HAS2,SOCS5,COL8A2,C1QTNF1,CD34,SELP,CDK5R1,MYADM,PRKG1,COL14A1,DPP4
GO:0033631	cell-cell adhesion mediated by integrin	9.51e-03	9.51e-03	1	PODXL,ITGB1,NPNT,DPP4
GO:0030155	regulation of cell adhesion	6.89e-09	6.89e-09	1	FYN,IGF1,SNAI2,EPHA3,FSTL3,GLI2,NUAK1,FBLN1,COL16A1,CHRD,ABL1,CD276,SFRP1,CDK6,CAV1,SERPINE1,GLI3,CXCL12,SEMA5A,FN1,TNFSF4,TEK,TGFBI,PLAU,BMP4,BMP2,KDR,PODXL,CD36,CCL21,THBS1,CYP1B1,TPM1,EPHA2,PHLDB2,SFRP2,CASK,SPOCK1,THY1,ANGPT1,FZD7,VCAM1,TGFBR2,DLC1,IGF2,DAPK3,NPNT,HAS2,SOCS5,C1QTNF1,MYADM,PRKG1,APOD,DPP4,TGM2
GO:0033628	regulation of cell adhesion mediated by integrin	5.20e-04	5.20e-04	1	SNAI2,SERPINE1,PLAU,PODXL,CCL21,CYP1B1,EPHA2,SFRP2,DPP4
GO:0010810	regulation of cell-substrate adhesion	4.14e-07	4.14e-07	1	EPHA3,FBLN1,COL16A1,SFRP1,CDK6,SERPINE1,FN1,TEK,PLAU,KDR,CD36,CCL21,THBS1,PHLDB2,CASK,SPOCK1,FZD7,DLC1,DAPK3,NPNT,MYADM,APOD
GO:0001952	regulation of cell-matrix adhesion	1.73e-06	1.73e-06	1	EPHA3,COL16A1,SFRP1,CDK6,SERPINE1,TEK,PLAU,KDR,CD36,CCL21,THBS1,PHLDB2,CASK,DLC1,DAPK3,APOD
GO:2000097	regulation of smooth muscle cell-matrix adhesion	1.09e-03	1.09e-03	1	SERPINE1,PLAU,APOD
GO:0022407	regulation of cell-cell adhesion	4.55e-02	4.55e-02	1	FYN,IGF1,SNAI2,FSTL3,GLI2,CD276,CAV1,GLI3,CXCL12,TNFSF4,BMP4,BMP2,PODXL,CCL21,THY1,VCAM1,TGFBR2,IGF2,HAS2,SOCS5,C1QTNF1,MYADM,PRKG1,DPP4
GO:0045785	positive regulation of cell adhesion	2.17e-05	2.17e-05	1	FYN,IGF1,FSTL3,GLI2,FBLN1,COL16A1,CHRD,CD276,SFRP1,CDK6,CAV1,GLI3,CXCL12,FN1,TNFSF4,TEK,KDR,PODXL,CD36,CCL21,TPM1,SFRP2,THY1,VCAM1,TGFBR2,IGF2,NPNT,HAS2,SOCS5,MYADM,DPP4,TGM2
GO:0010811	positive regulation of cell-substrate adhesion	8.49e-04	8.49e-04	1	FBLN1,COL16A1,SFRP1,CDK6,FN1,TEK,KDR,CD36,CCL21,NPNT,MYADM
GO:0001954	positive regulation of cell-matrix adhesion	3.99e-03	3.99e-03	1	COL16A1,SFRP1,CDK6,TEK,KDR,CD36,CCL21
GO:0007162	negative regulation of cell adhesion	2.47e-06	2.47e-06	1	SNAI2,FBLN1,SERPINE1,GLI3,CXCL12,SEMA5A,TNFSF4,TGFBI,BMP4,BMP2,PODXL,CCL21,THBS1,CYP1B1,PHLDB2,CASK,SPOCK1,ANGPT1,FZD7,DLC1,SOCS5,C1QTNF1,MYADM,PRKG1,APOD
GO:0010812	negative regulation of cell-substrate adhesion	1.93e-03	1.93e-03	1	FBLN1,SERPINE1,THBS1,PHLDB2,CASK,SPOCK1,FZD7,DLC1,APOD
GO:0001953	negative regulation of cell-matrix adhesion	1.24e-02	1.24e-02	1	SERPINE1,THBS1,PHLDB2,CASK,DLC1,APOD
GO:0033629	negative regulation of cell adhesion mediated by integrin	3.24e-02	3.24e-02	1	SNAI2,SERPINE1,CYP1B1
GO:0022408	negative regulation of cell-cell adhesion	1.01e-02	1.01e-02	1	SNAI2,GLI3,CXCL12,TNFSF4,BMP4,BMP2,PODXL,CCL21,SOCS5,C1QTNF1,MYADM,PRKG1
GO:1901888	regulation of cell junction assembly	4.90e-06	4.90e-06	1	SNAI2,EPHA3,COL16A1,SFRP1,CAV1,TEK,SNAI1,KDR,AGT,THBS1,PHLDB2,DLC1,DAPK3,APOD
GO:0090109	regulation of cell-substrate junction assembly	1.29e-04	1.29e-04	1	EPHA3,COL16A1,SFRP1,TEK,KDR,THBS1,PHLDB2,DLC1,DAPK3,APOD
GO:0051893	regulation of focal adhesion assembly	1.29e-04	1.29e-04	1	EPHA3,COL16A1,SFRP1,TEK,KDR,THBS1,PHLDB2,DLC1,DAPK3,APOD
GO:0051895	negative regulation of focal adhesion assembly	3.81e-02	3.81e-02	1	THBS1,PHLDB2,DLC1,APOD
GO:1901890	positive regulation of cell junction assembly	1.80e-03	1.80e-03	1	COL16A1,SFRP1,CAV1,TEK,KDR,AGT
GO:1903393	positive regulation of adherens junction organization	4.98e-02	4.98e-02	1	COL16A1,SFRP1,TEK,KDR
GO:0051894	positive regulation of focal adhesion assembly	3.81e-02	3.81e-02	1	COL16A1,SFRP1,TEK,KDR
HP:0004298	Abnormality of the abdominal wall	3.98e-07	3.98e-07	1	NFIX,ELN,COL11A1,PLOD1,ADAMTS2,NALCN,XYLT1,DMPK,CAV1,FKBP14,GLI3,CLIP2,ACTA2,COL1A1,DSE,SEMA5A,TGFB3,KCNJ8,DOCK6,COL5A1,SERPINF1,RIN2,MYH11,KRAS,FBLN5,FKBP10,HSPG2,ZEB1,SERPINH1,GJA1,CREB3L1,SKI,ACTG2,TGFBR2,COL1A2,DACT1,FBN1,IGF2,TNXB,BMP1,COL3A1,ROR2,ZEB2,ANTXR1,COL8A2,EFEMP2,SH3PXD2B,SOX11,HIC1,PTRF,GPC6,PRKG1,FAT4,SLC2A10,MFAP5,COL5A2,ZNF469,TWIST2
HP:0010866	Abdominal wall defect	3.11e-08	3.11e-08	1	NFIX,ELN,COL11A1,PLOD1,ADAMTS2,NALCN,XYLT1,DMPK,CAV1,FKBP14,GLI3,CLIP2,ACTA2,COL1A1,DSE,SEMA5A,TGFB3,KCNJ8,DOCK6,COL5A1,SERPINF1,RIN2,MYH11,FBLN5,FKBP10,HSPG2,ZEB1,SERPINH1,GJA1,CREB3L1,SKI,ACTG2,TGFBR2,COL1A2,DACT1,FBN1,IGF2,TNXB,BMP1,COL3A1,ROR2,ANTXR1,COL8A2,EFEMP2,SH3PXD2B,SOX11,HIC1,GPC6,PRKG1,FAT4,SLC2A10,MFAP5,COL5A2,ZNF469,TWIST2
HP:0001551	Abnormality of the umbilicus	2.52e-10	2.52e-10	1	NFIX,ELN,ADAMTS2,NALCN,CAV1,FKBP14,GLI3,CLIP2,ACTA2,COL1A1,DSE,KCNJ8,DOCK6,COL5A1,SERPINF1,RIN2,MYH11,FBLN5,FKBP10,HSPG2,SERPINH1,GJA1,CREB3L1,SKI,ACTG2,TGFBR2,COL1A2,FBN1,TNXB,BMP1,COL3A1,ROR2,ANTXR1,EFEMP2,SH3PXD2B,SOX11,PTRF,GPC6,PRKG1,FAT4,SLC2A10,MFAP5,COL5A2,ZNF469,TWIST2
HP:0100790	Hernia	5.99e-07	5.99e-07	1	NFIX,ELN,COL11A1,PLOD1,ADAMTS2,NALCN,XYLT1,DMPK,CAV1,FKBP14,GLI3,CLIP2,ACTA2,COL1A1,DSE,SEMA5A,TGFB3,KCNJ8,DOCK6,COL5A1,SERPINF1,RIN2,MYH11,FBLN5,FKBP10,HSPG2,ZEB1,SERPINH1,GJA1,CREB3L1,SKI,ACTG2,TGFBR2,COL1A2,DACT1,FBN1,IGF2,TNXB,BMP1,COL3A1,ROR2,ANTXR1,ZFPM2,COL8A2,EFEMP2,SH3PXD2B,SOX11,HIC1,GPC6,PRKG1,FAT4,SLC2A10,MFAP5,COL5A2,ZNF469,TWIST2
HP:0004299	Hernia of the abdominal wall	2.46e-08	2.46e-08	1	NFIX,ELN,COL11A1,PLOD1,ADAMTS2,NALCN,XYLT1,DMPK,CAV1,FKBP14,GLI3,CLIP2,ACTA2,COL1A1,DSE,SEMA5A,TGFB3,KCNJ8,DOCK6,COL5A1,SERPINF1,RIN2,MYH11,FBLN5,FKBP10,HSPG2,ZEB1,SERPINH1,GJA1,CREB3L1,SKI,ACTG2,TGFBR2,COL1A2,DACT1,FBN1,IGF2,TNXB,BMP1,COL3A1,ROR2,ANTXR1,COL8A2,EFEMP2,SH3PXD2B,SOX11,HIC1,GPC6,PRKG1,FAT4,SLC2A10,MFAP5,COL5A2,ZNF469,TWIST2
HP:0000023	Inguinal hernia	3.01e-10	3.01e-10	1	ELN,PLOD1,ADAMTS2,NALCN,XYLT1,FKBP14,GLI3,CLIP2,ACTA2,COL1A1,DSE,SEMA5A,TGFB3,DOCK6,COL5A1,SERPINF1,MYH11,FBLN5,FKBP10,HSPG2,ZEB1,SERPINH1,CREB3L1,SKI,TGFBR2,COL1A2,FBN1,BMP1,COL3A1,ROR2,COL8A2,EFEMP2,SH3PXD2B,SOX11,HIC1,PRKG1,SLC2A10,MFAP5,COL5A2,ZNF469
HP:0001537	Umbilical hernia	4.07e-10	4.07e-10	1	NFIX,ELN,ADAMTS2,NALCN,CAV1,FKBP14,GLI3,CLIP2,ACTA2,COL1A1,DSE,KCNJ8,DOCK6,COL5A1,SERPINF1,RIN2,MYH11,FBLN5,FKBP10,HSPG2,SERPINH1,GJA1,CREB3L1,SKI,ACTG2,TGFBR2,COL1A2,FBN1,TNXB,BMP1,COL3A1,ROR2,ANTXR1,EFEMP2,SH3PXD2B,SOX11,GPC6,PRKG1,FAT4,SLC2A10,MFAP5,COL5A2,ZNF469,TWIST2
HP:0002652	Skeletal dysplasia	1.48e-03	1.48e-03	1	NFIX,KAL1,COL11A1,FGFR3,COL9A3,XYLT1,COMP,NKX3-2,KCNJ8,CHST3,COL10A1,RUNX2,MATN3,HSPG2,CTSK,IL17RD,HMGA2,GJA1,ACAN,DDR2,DCHS1,COL3A1,FAT4,PAPSS2
HP:0002651	Spondyloepimetaphyseal dysplasia	3.56e-02	3.56e-02	1	MATN3,ACAN,DDR2,PAPSS2
HP:0011061	Abnormality of dental structure	5.57e-03	5.57e-03	1	ELN,FGFR3,SEC23A,CAV1,GLI3,CLIP2,COL1A1,PVRL1,SMOC2,SPARC,COL7A1,CTGF,RUNX2,KRT17,COL5A1,COX4I2,EDA2R,SERPINF1,KRAS,LRP4,FKBP10,CTSK,SERPINH1,GJA1,CREB3L1,COL1A2,GJB2,BMP1,COL3A1,FAM20C,PLEC,NDN,KRT5,ZNF469
HP:0010299	Abnormality of dentin	7.25e-05	7.25e-05	1	COL1A1,SMOC2,SPARC,SERPINF1,FKBP10,SERPINH1,CREB3L1,COL1A2,BMP1,ZNF469
HP:0000703	Dentinogenesis imperfecta	2.04e-06	2.04e-06	1	COL1A1,SMOC2,SPARC,SERPINF1,FKBP10,SERPINH1,CREB3L1,COL1A2,BMP1,ZNF469
HP:0000348	High forehead	3.97e-04	3.97e-04	1	ELN,FGFR3,GLI3,CLIP2,COL1A1,GHR,CCND2,TWIST1,BMP4,SERPINF1,KRAS,FKBP10,CTSK,SERPINH1,GJA1,CREB3L1,SKI,COL1A2,FBN1,BMP1,ZEB2,ANTXR1,SH3PXD2B,HIC1,MAF,HBA1
HP:0004796	Gastrointestinal obstruction	3.10e-02	3.10e-02	1	SEMA3C,PDGFRB,KRAS,PDGFRA,FBLN5,SEMA3D,KIT,TGFBR2,EFEMP2,PTRF,COL4A5,COL4A6,F5
HP:0000446	Narrow nasal bridge	5.33e-03	5.33e-03	1	GLI2,MMP2,COL5A1,GJA1,MMP14,COL3A1,GAS1,NDN,SCARF2
HP:0000311	Round face	7.68e-05	7.68e-05	1	COL11A1,PTHLH,XYLT1,COL1A1,COL12A1,SEMA5A,SPARC,PDE4D,SERPINF1,FKBP10,COL6A1,COL6A2,SERPINH1,CREB3L1,ACTG2,COL6A3,COL1A2,FBN1,BMP1,ADAMTSL2,MC1R
