GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0043410	positive regulation of MAPK cascade	1.93e-03	1.93e-03	1	FYN,IGF1,FLT4,NGFR,FGFR3,RASAL2,IL11,GADD45B,GHR,RASGRF2,FGF1,PDGFRB,CTGF,TEK,PLCG1,BMP4,BMP2,KDR,LIF,SHC2,EDA2R,DLG4,KRAS,PDGFRA,CD36,SPRY2,CCL21,THBS1,SEMA7A,FGF7,IL17RD,NTRK2,ADRA2A,ANGPT1,FZD7,KIT,SPRED1,IGF2,NPNT,IRS1,PDGFD,F2R,RASA3,PLA2G2A,LPAR1,CCL14
GO:0070374	positive regulation of ERK1 and ERK2 cascade	9.15e-04	9.15e-04	1	FLT4,FGFR3,FGF1,PDGFRB,CTGF,TEK,BMP2,KDR,PDGFRA,CD36,SPRY2,CCL21,SEMA7A,ANGPT1,NPNT,PDGFD,F2R,PLA2G2A,CCL14
GO:0046639	negative regulation of alpha-beta T cell differentiation	4.98e-02	4.98e-02	1	GLI3,TNFSF4,SOCS5
GO:0043116	negative regulation of vascular permeability	3.24e-02	3.24e-02	1	SLIT2,ANGPT1,PDE2A
GO:2000811	negative regulation of anoikis	4.98e-02	4.98e-02	1	SNAI2,CAV1,ITGB1,ITGA5
GO:0060322	head development	6.41e-06	6.41e-06	1	GLI2,LAMB1,SMARCA1,CRISPLD2,CDK6,LHX6,SEMA5A,RTN4,TGFB3,CRISPLD1,INHBA,EGR2,BMP4,BMP2,SMO,NES,WNT2B,SLIT2,NLGN4X,NTRK2,SKI,SHROOM4,TGFBR2,DLC1,COL3A1,CDK5R1,BASP1,NOG,CLDN5,ROBO2,COL4A1,APOD,PCDH18,FAT4,AQP1
GO:0060324	face development	1.95e-02	1.95e-02	1	CRISPLD2,TGFB3,CRISPLD1,SKI,CLDN5
GO:0010171	body morphogenesis	2.43e-03	2.43e-03	1	PHLDB1,CRISPLD2,TGFB3,CRISPLD1,PHLDB2,SKI,CLDN5
GO:0060323	head morphogenesis	1.14e-02	1.14e-02	1	CRISPLD2,TGFB3,CRISPLD1,SKI,CLDN5
GO:0060325	face morphogenesis	8.40e-03	8.40e-03	1	CRISPLD2,TGFB3,CRISPLD1,SKI,CLDN5
GO:0007417	central nervous system development	1.14e-04	1.14e-04	1	GPR124,VCAN,GLI2,CHRD,NRCAM,LAMB1,SMARCA1,CDK6,LHX6,SEMA5A,RTN4,PKD2,INHBA,EGR2,SOX4,BMP4,BMP2,SMO,NES,DCLK1,WNT2B,SLIT2,NLGN4X,NTRK2,SPOCK1,PRDM8,SKI,SHROOM4,TGFBR2,DLC1,COL3A1,CDK5R1,BASP1,SOX11,NOG,ROBO2,COL4A1,APOD,PCDH18,FAT4,AQP1
GO:0007420	brain development	8.97e-05	8.97e-05	1	GLI2,LAMB1,SMARCA1,CDK6,LHX6,SEMA5A,RTN4,INHBA,EGR2,BMP4,BMP2,SMO,NES,WNT2B,SLIT2,NLGN4X,NTRK2,SKI,SHROOM4,TGFBR2,DLC1,COL3A1,CDK5R1,BASP1,NOG,ROBO2,COL4A1,APOD,PCDH18,FAT4,AQP1
GO:0030900	forebrain development	2.50e-05	2.50e-05	1	GLI2,LAMB1,CDK6,LHX6,SEMA5A,RTN4,INHBA,BMP4,BMP2,SMO,WNT2B,SLIT2,NTRK2,SKI,DLC1,COL3A1,ROBO2,FAT4,AQP1
GO:0021537	telencephalon development	1.30e-04	1.30e-04	1	LAMB1,CDK6,LHX6,RTN4,INHBA,BMP4,BMP2,SLIT2,NTRK2,SKI,COL3A1,ROBO2,FAT4,AQP1
GO:0021543	pallium development	1.53e-02	1.53e-02	1	LAMB1,CDK6,LHX6,RTN4,SLIT2,NTRK2,COL3A1,FAT4
GO:0021987	cerebral cortex development	2.27e-02	2.27e-02	1	LAMB1,LHX6,RTN4,SLIT2,NTRK2,COL3A1,FAT4
GO:0021953	central nervous system neuron differentiation	3.95e-02	3.95e-02	1	GLI2,LHX6,INHBA,SOX4,SLIT2,NTRK2,SPOCK1,ROBO2
GO:0021795	cerebral cortex cell migration	3.81e-02	3.81e-02	1	LAMB1,LHX6,RTN4,SLIT2
GO:0021799	cerebral cortex radially oriented cell migration	3.24e-02	3.24e-02	1	LAMB1,LHX6,RTN4
GO:0044236	multicellular organism metabolic process	7.12e-23	7.12e-23	1	MRC2,COL11A1,TRAM2,FAP,COL5A3,COL16A1,MMP2,COL9A3,MMP11,COL1A1,COL12A1,GHR,COL7A1,TGFB3,MMP19,COL10A1,BMP4,COL5A1,COL4A2,COL6A1,COL6A2,CTSK,COL8A1,ITGB1,MMP14,COL6A3,COL1A2,MFAP4,TNXB,COL3A1,COL8A2,F2R,COL4A1,COL14A1,COL4A5,COL4A6,COL5A2,COL15A1,COL6A6
GO:0044243	multicellular organism catabolic process	1.95e-20	1.95e-20	1	MRC2,COL11A1,FAP,COL5A3,COL16A1,MMP2,COL9A3,MMP11,COL1A1,COL12A1,COL7A1,MMP19,COL10A1,COL5A1,COL4A2,COL6A1,COL6A2,CTSK,COL8A1,ITGB1,MMP14,COL6A3,COL1A2,COL3A1,COL8A2,COL4A1,COL14A1,COL4A5,COL4A6,COL5A2,COL15A1,COL6A6
GO:0044246	regulation of multicellular organismal metabolic process	3.43e-03	3.43e-03	1	FAP,TGFB3,BMP4,ITGB1,MFAP4,F2R
GO:0044259	multicellular organismal macromolecule metabolic process	9.26e-23	9.26e-23	1	MRC2,COL11A1,TRAM2,FAP,COL5A3,COL16A1,MMP2,COL9A3,MMP11,COL1A1,COL12A1,COL7A1,TGFB3,MMP19,COL10A1,BMP4,COL5A1,COL4A2,COL6A1,COL6A2,CTSK,COL8A1,ITGB1,MMP14,COL6A3,COL1A2,MFAP4,TNXB,COL3A1,COL8A2,F2R,COL4A1,COL14A1,COL4A5,COL4A6,COL5A2,COL15A1,COL6A6
GO:0032963	collagen metabolic process	1.46e-23	1.46e-23	1	MRC2,COL11A1,TRAM2,FAP,COL5A3,COL16A1,MMP2,COL9A3,MMP11,COL1A1,COL12A1,COL7A1,TGFB3,MMP19,COL10A1,BMP4,COL5A1,COL4A2,COL6A1,COL6A2,CTSK,COL8A1,ITGB1,MMP14,COL6A3,COL1A2,MFAP4,TNXB,COL3A1,COL8A2,F2R,COL4A1,COL14A1,COL4A5,COL4A6,COL5A2,COL15A1,COL6A6
GO:0030574	collagen catabolic process	1.41e-21	1.41e-21	1	MRC2,COL11A1,FAP,COL5A3,COL16A1,MMP2,COL9A3,MMP11,COL1A1,COL12A1,COL7A1,MMP19,COL10A1,COL5A1,COL4A2,COL6A1,COL6A2,CTSK,COL8A1,ITGB1,MMP14,COL6A3,COL1A2,COL3A1,COL8A2,COL4A1,COL14A1,COL4A5,COL4A6,COL5A2,COL15A1,COL6A6
GO:0032964	collagen biosynthetic process	3.43e-03	3.43e-03	1	TRAM2,COL1A1,TGFB3,BMP4,COL5A1,F2R
GO:0010712	regulation of collagen metabolic process	3.43e-03	3.43e-03	1	FAP,TGFB3,BMP4,ITGB1,MFAP4,F2R
GO:0003357	noradrenergic neuron differentiation	3.24e-02	3.24e-02	1	SOX4,HAND2,SOX11
GO:0072507	divalent inorganic cation homeostasis	3.94e-02	3.94e-02	1	JPH4,ABL1,DMPK,CAV1,CXCL12,WFS1,PDE4D,PKD2,PLCG1,EDN2,DLG4,PDGFRA,CD36,CCL21,JPH2,CACNA1C,EDNRA,THY1,CALB2,C1QTNF1,F2R,LPAR1,PLN,TGM2,CCL14
GO:0072503	cellular divalent inorganic cation homeostasis	2.18e-02	2.18e-02	1	JPH4,ABL1,DMPK,CAV1,CXCL12,WFS1,PDE4D,PKD2,PLCG1,EDN2,DLG4,PDGFRA,CD36,CCL21,JPH2,CACNA1C,EDNRA,THY1,CALB2,C1QTNF1,F2R,LPAR1,PLN,TGM2,CCL14
GO:0055074	calcium ion homeostasis	1.28e-02	1.28e-02	1	JPH4,ABL1,DMPK,CAV1,CXCL12,WFS1,PDE4D,PKD2,PLCG1,EDN2,DLG4,PDGFRA,CD36,CCL21,JPH2,CACNA1C,EDNRA,THY1,CALB2,C1QTNF1,F2R,LPAR1,PLN,TGM2,CCL14
GO:0006874	cellular calcium ion homeostasis	8.54e-03	8.54e-03	1	JPH4,ABL1,DMPK,CAV1,CXCL12,WFS1,PDE4D,PKD2,PLCG1,EDN2,DLG4,PDGFRA,CD36,CCL21,JPH2,CACNA1C,EDNRA,THY1,CALB2,C1QTNF1,F2R,LPAR1,PLN,TGM2,CCL14
GO:0051480	regulation of cytosolic calcium ion concentration	4.53e-03	4.53e-03	1	JPH4,ABL1,CAV1,PDE4D,PKD2,PLCG1,EDN2,DLG4,PDGFRA,CD36,CCL21,JPH2,CACNA1C,EDNRA,THY1,CALB2,C1QTNF1,F2R,LPAR1,PLN
GO:0007204	positive regulation of cytosolic calcium ion concentration	9.34e-03	9.34e-03	1	JPH4,ABL1,CAV1,PDE4D,PKD2,PLCG1,EDN2,DLG4,PDGFRA,CD36,CCL21,JPH2,CACNA1C,EDNRA,THY1,C1QTNF1,F2R,LPAR1
GO:0019932	second-messenger-mediated signaling	5.54e-03	5.54e-03	1	IGF1,JPH4,RASD2,DMPK,PDE4D,PKD2,ITPR2,PLCG1,EDN2,KDR,CD36,AGT,THBS1,JPH2,CACNA1C,PTGIR,VCAM1,RCAN2,SELP,SPHK1,PDE2A
GO:0019722	calcium-mediated signaling	2.53e-02	2.53e-02	1	IGF1,JPH4,DMPK,PDE4D,PKD2,PLCG1,EDN2,KDR,JPH2,CACNA1C,VCAM1,RCAN2,SELP,SPHK1
GO:0014812	muscle cell migration	1.62e-03	1.62e-03	1	IGF1,SERPINE1,PDGFRB,IGFBP5,PLAU,LRP1,TPM1,SLIT2
GO:0014909	smooth muscle cell migration	5.80e-04	5.80e-04	1	IGF1,SERPINE1,PDGFRB,IGFBP5,PLAU,LRP1,TPM1,SLIT2
GO:0040007	growth	1.61e-06	1.61e-06	1	IGF1,BCAR1,KIF26A,FGFR3,EVC,GLI2,SEMA3C,NRCAM,SEMA6A,ABL1,SFRP1,WFS1,SEMA5A,GHR,FGF1,RTN4,NRP2,INHBA,BMP4,SH3BP4,LRP4,AGT,SEMA7A,FGF7,NKD1,APP,ST6GAL2,SLIT2,SFRP2,NLGN4X,LRP12,LATS2,SPOCK1,GJA1,SEMA3D,MMP14,CDA,DDR2,APBB2,ISLR2,SEMA6B,GNG4,S1PR1,SOCS5,SPHK1,BASP1,GAS1,NOG,SLIT3,APOD,DACT3,ENPP1
GO:0090066	regulation of anatomical structure size	1.06e-02	1.06e-02	1	LIMA1,SEMA3C,NRCAM,SEMA6A,ABL1,CAV1,CXCL12,SEMA5A,RTN4,SLC12A4,EDN2,AGT,CCL21,SEMA7A,SLIT2,IQGAP2,EDNRA,SEMA3D,CDC42EP3,ISLR2,SEMA6B,MYADM,F2R,PRR16,AQP1,MAGEL2
GO:0007610	behavior	3.83e-04	3.83e-04	1	FYN,GPR124,SEMA3C,SEMA6A,RASD2,HOXA1,SERPINE1,RARRES2,CXCL12,SEMA5A,FGF1,PDGFRB,F3,EDN2,KDR,DLG4,PDGFRA,CCL21,THBS1,APP,SLIT2,PLK2,NLGN4X,NTRK2,VEGFC,SEMA3D,NBL1,JAM3,GREM1,SEMA6B,SCG2,CLDN5,ROBO2,PJA2
GO:0090130	tissue migration	8.17e-09	8.17e-09	1	GPR124,FLT4,BCAR1,FAP,SRPX2,ACTA2,SEMA5A,SPARC,FGF1,FOXP1,NRP2,TEK,NR4A1,PLCG1,BMP4,KDR,LOXL2,AGT,THBS1,CYP1B1,FGF7,EPHA2,RHOB,SLIT2,ANGPT1,KIT,ACTG2,GREM1,ZEB2,MCC,SCG2,EGR3,DPP4
GO:0090132	epithelium migration	7.11e-08	7.11e-08	1	GPR124,FLT4,BCAR1,FAP,SRPX2,SEMA5A,SPARC,FGF1,FOXP1,NRP2,TEK,NR4A1,PLCG1,BMP4,KDR,LOXL2,AGT,THBS1,CYP1B1,FGF7,EPHA2,RHOB,SLIT2,ANGPT1,KIT,GREM1,ZEB2,MCC,SCG2,EGR3,DPP4
GO:0050818	regulation of coagulation	7.82e-04	7.82e-04	1	FAP,CAV1,SERPINE1,F3,PLAU,PDGFRA,THBS1,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1
GO:1903034	regulation of response to wounding	4.02e-03	4.02e-03	1	FAP,C1QTNF3,CAV1,SERPINE1,FOXP1,F3,TNFSF4,TEK,PLAU,PTGIS,PDGFRA,AGT,THBS1,SEMA7A,PHLDB2,CASK,ADRA2A,ADAMTS12,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1,PDE2A,PLA2G2A,APOD,CR1,CCL14
GO:0071695	anatomical structure maturation	1.95e-02	1.95e-02	1	IGF1,FGFR3,BMP2,GREM1,S1PR1
GO:0048799	organ maturation	2.05e-02	2.05e-02	1	IGF1,FGFR3,BMP2,GREM1
GO:0060284	regulation of cell development	1.94e-10	1.94e-10	1	IGF1,PHLDB1,EPHA3,NGFR,NEDD4,SEMA3C,FBLN1,NRCAM,SEMA6A,BAMBI,ABL1,SFRP1,COL1A1,PTK7,SEMA5A,DPYSL3,RTN4,TGFB3,TWIST1,SNAI1,BMP4,BMP2,LIF,SERPINF1,LRP4,DTX1,ITM2C,SEMA7A,TGFB1I1,PHLDB2,SLIT2,SFRP2,NTRK2,CRB2,ZEB1,LRRC4C,HMGA2,SPOCK1,DAB2,PTPRD,SEMA3D,THY1,SKI,NBL1,BCL6B,HEYL,GREM1,ISLR2,SEMA6B,COL3A1,SDC2,CDK5R1,SOX11,CDH5,MYADM,NOG,CLDN5,SLIT3,ROBO2,TCF4,LPAR1
GO:1900046	regulation of hemostasis	5.79e-04	5.79e-04	1	FAP,CAV1,SERPINE1,F3,PLAU,PDGFRA,THBS1,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1
GO:1900047	negative regulation of hemostasis	1.58e-03	1.58e-03	1	FAP,SERPINE1,PLAU,PDGFRA,THBS1,C1QTNF1,CD34,THBD,PRKG1
GO:0032102	negative regulation of response to external stimulus	2.92e-06	2.92e-06	1	SNAI2,LZTS1,SEMA3C,FAP,C1QTNF3,SEMA6A,SERPINE1,SEMA5A,TEK,PLAU,PTGIS,PDGFRA,THBS1,PHLDB2,SLIT2,CASK,FEZ1,SEMA3D,NBL1,GREM1,SEMA6B,C1QTNF1,CD34,THBD,ROBO2,PRKG1,APOD,KANK2
GO:1900048	positive regulation of hemostasis	2.52e-03	2.52e-03	1	SERPINE1,F3,THBS1,SELP,THBD,F2R
GO:0050866	negative regulation of cell activation	1.91e-02	1.91e-02	1	SFRP1,GLI3,TNFSF4,INHBA,BMP4,PDGFRA,SOCS5,C1QTNF1,SOX11,THBD,PRKG1
GO:0051093	negative regulation of developmental process	1.35e-12	1.35e-12	1	IGF1,SNAI2,NGFR,FGFR3,FSTL3,TRIB2,SEMA3C,FBLN1,PTHLH,CHRD,SEMA6A,SFRP1,CDK6,CAV1,SERPINE1,GLI3,ASPN,VAT1,NKX3-2,SEMA5A,SPARC,DPYSL3,RTN4,EFEMP1,TNFSF4,TEK,INHBA,TWIST1,BMP4,BMP2,LRRC17,COL5A1,SERPINF1,LRP4,COL4A2,DTX1,ITM2C,ADAMTS7,THBS1,PRICKLE1,NKD1,ECM1,PHLDB2,SLIT2,SFRP2,ADAMTS12,SPOCK1,SEMA3D,THY1,FZD7,SKI,RUNX1,GREM1,SEMA6B,COL3A1,ZFPM2,SOCS5,SOX11,NOG,ROBO2,THBS2,ENPP1,LPAR1,ARHGEF15,COL5A2,TWIST2,ECSCR
GO:0048736	appendage development	4.65e-05	4.65e-05	1	CYP26B1,PCSK5,COMP,GLI3,TWIST1,SOX4,BMP4,LRP4,AFF3,SKI,GREM1,SOX11,NOG
GO:0060173	limb development	4.65e-05	4.65e-05	1	CYP26B1,PCSK5,COMP,GLI3,TWIST1,SOX4,BMP4,LRP4,AFF3,SKI,GREM1,SOX11,NOG
GO:0035107	appendage morphogenesis	1.93e-03	1.93e-03	1	CYP26B1,PCSK5,GLI3,TWIST1,SOX4,AFF3,SKI,SOX11,NOG
GO:0035108	limb morphogenesis	1.93e-03	1.93e-03	1	CYP26B1,PCSK5,GLI3,TWIST1,SOX4,AFF3,SKI,SOX11,NOG
GO:1903035	negative regulation of response to wounding	1.03e-03	1.03e-03	1	FAP,C1QTNF3,SERPINE1,TEK,PLAU,PTGIS,PDGFRA,THBS1,PHLDB2,CASK,C1QTNF1,CD34,THBD,PRKG1,APOD
GO:0007492	endoderm development	8.85e-09	8.85e-09	1	COL11A1,MMP2,LAMB1,COL12A1,COL7A1,FN1,DUSP1,INHBA,COL5A1,COL4A2,COL6A1,COL8A1,HMGA2,MMP14,ITGA5,SOX7,COL5A2
GO:0040008	regulation of growth	8.54e-05	8.54e-05	1	IGF1,BCAR1,KIF26A,FGFR3,SEMA3C,NRCAM,SEMA6A,ABL1,SFRP1,WFS1,SEMA5A,GHR,RTN4,INHBA,BMP4,SH3BP4,AGT,SEMA7A,NKD1,APP,SLIT2,SFRP2,LRP12,LATS2,SPOCK1,GJA1,SEMA3D,MMP14,CDA,APBB2,ISLR2,SEMA6B,GNG4,SPHK1,BASP1,NOG,SLIT3,DACT3,ENPP1
GO:0045926	negative regulation of growth	2.66e-04	2.66e-04	1	FGFR3,SEMA3C,SEMA6A,SFRP1,SEMA5A,RTN4,INHBA,BMP4,SH3BP4,NKD1,SLIT2,SFRP2,GJA1,SEMA3D,CDA,APBB2,SEMA6B,GNG4,NOG,SLIT3,DACT3,ENPP1
GO:0060537	muscle tissue development	2.33e-03	2.33e-03	1	GPC1,CAV1,PDGFRB,TCF21,PKD2,BMP4,BMP2,MYH11,PDGFRA,PRICKLE1,TPM1,MEGF10,SKI,NEXN,GREM1,ZFPM2,SGCD,S1PR1,NOG
GO:0014706	striated muscle tissue development	3.21e-03	3.21e-03	1	GPC1,CAV1,PDGFRB,TCF21,BMP4,BMP2,MYH11,PDGFRA,PRICKLE1,TPM1,MEGF10,SKI,NEXN,GREM1,ZFPM2,SGCD,S1PR1,NOG
GO:0001503	ossification	5.28e-17	5.28e-17	1	MRC2,IGF1,SNAI2,HGF,VCAN,FGFR3,GLI2,PTHLH,CHRD,SFRP1,CDK6,DLX5,ASPN,TGFB3,ACVR2A,TWIST1,SNAI1,RUNX2,BMP4,BMP2,CHSY1,LRP4,ITGA11,SEMA7A,CDH11,COL6A1,EPHA2,CYR61,ECM1,BMP6,FZD1,CREB3L1,SKI,RUNX1,DDR2,CLEC3B,GREM1,NPNT,S1PR1,ZHX3,SOX11,EXT1,TMEM119,NOG,ENPP1,TWIST2
GO:0036075	replacement ossification	3.24e-02	3.24e-02	1	FGFR3,DLX5,BMP4
GO:0001958	endochondral ossification	3.24e-02	3.24e-02	1	FGFR3,DLX5,BMP4
GO:0030278	regulation of ossification	7.52e-12	7.52e-12	1	IGF1,SNAI2,HGF,CHRD,SFRP1,CDK6,TGFB3,ACVR2A,TWIST1,BMP4,BMP2,CHSY1,LRP4,CYR61,ECM1,BMP6,SKI,DDR2,GREM1,NPNT,S1PR1,ZHX3,SOX11,TMEM119,NOG,ENPP1,TWIST2
GO:0045778	positive regulation of ossification	9.19e-06	9.19e-06	1	IGF1,HGF,TGFB3,ACVR2A,BMP4,BMP2,CYR61,BMP6,DDR2,NPNT,ZHX3,SOX11,TMEM119
GO:0001649	osteoblast differentiation	1.47e-13	1.47e-13	1	MRC2,IGF1,SNAI2,HGF,VCAN,GLI2,PTHLH,CHRD,SFRP1,CDK6,DLX5,ACVR2A,TWIST1,SNAI1,RUNX2,BMP4,BMP2,ITGA11,SEMA7A,COL6A1,EPHA2,CYR61,BMP6,FZD1,CREB3L1,SKI,DDR2,NPNT,ZHX3,SOX11,TMEM119,NOG,TWIST2
GO:0045667	regulation of osteoblast differentiation	3.11e-09	3.11e-09	1	IGF1,SNAI2,HGF,CHRD,CDK6,ACVR2A,TWIST1,BMP4,BMP2,CYR61,BMP6,SKI,DDR2,NPNT,ZHX3,SOX11,TMEM119,NOG,TWIST2
GO:0030279	negative regulation of ossification	2.36e-05	2.36e-05	1	CHRD,SFRP1,CDK6,TWIST1,CHSY1,LRP4,ECM1,SKI,GREM1,NOG,TWIST2
GO:0007498	mesoderm development	1.41e-03	1.41e-03	1	TIE1,MEST,SNAI1,BMP4,SMO,GDF11,CRB2,HMGA2,ITGB1,ITGA2,SIX2
GO:0061448	connective tissue development	7.51e-09	7.51e-09	1	SNAI2,FGFR3,PTHLH,ACTA2,NKX3-2,MGP,PDGFRB,EFEMP1,RUNX2,BMP4,BMP2,LOXL2,WNT2B,ADAMTS7,HMGA2,ARID5B,ADAMTS12,RUNX1,GREM1,BMP1,CD34,SH3PXD2B,SULF2
GO:0048589	developmental growth	5.76e-07	5.76e-07	1	IGF1,FGFR3,EVC,GLI2,SEMA3C,NRCAM,SEMA6A,ABL1,SEMA5A,GHR,FGF1,RTN4,NRP2,BMP4,LRP4,SEMA7A,FGF7,NKD1,APP,SLIT2,NLGN4X,LATS2,SEMA3D,DDR2,ISLR2,SEMA6B,S1PR1,BASP1,GAS1,NOG,SLIT3,APOD
GO:0035265	organ growth	7.67e-03	7.67e-03	1	FGFR3,EVC,FGF7,NLGN4X,LATS2,DDR2,S1PR1,BASP1,NOG
GO:0098868	bone growth	1.93e-02	1.93e-02	1	FGFR3,EVC,DDR2
GO:0003416	endochondral bone growth	1.93e-02	1.93e-02	1	FGFR3,EVC,DDR2
GO:0060560	developmental growth involved in morphogenesis	1.87e-04	1.87e-04	1	SEMA3C,NRCAM,SEMA6A,ABL1,SEMA5A,FGF1,RTN4,NRP2,BMP4,SEMA7A,NKD1,APP,SLIT2,SEMA3D,ISLR2,SEMA6B,S1PR1,SLIT3
GO:0048638	regulation of developmental growth	8.28e-04	8.28e-04	1	IGF1,FGFR3,SEMA3C,NRCAM,SEMA6A,ABL1,SEMA5A,GHR,RTN4,BMP4,SEMA7A,NKD1,APP,LATS2,SEMA3D,ISLR2,SEMA6B,BASP1,NOG
GO:0048640	negative regulation of developmental growth	5.29e-04	5.29e-04	1	FGFR3,SEMA3C,SEMA6A,SEMA5A,RTN4,BMP4,NKD1,SEMA3D,SEMA6B,NOG
GO:0016049	cell growth	1.39e-02	1.39e-02	1	BCAR1,KIF26A,SEMA3C,NRCAM,SEMA6A,ABL1,SFRP1,SEMA5A,RTN4,NRP2,INHBA,SH3BP4,AGT,SEMA7A,APP,SLIT2,SFRP2,SPOCK1,GJA1,SEMA3D,MMP14,CDA,APBB2,ISLR2,SEMA6B,GNG4,SOCS5,SPHK1,SLIT3,DACT3,ENPP1
GO:0048588	developmental cell growth	8.06e-03	8.06e-03	1	SEMA3C,NRCAM,SEMA6A,ABL1,SEMA5A,RTN4,NRP2,SEMA7A,APP,SLIT2,SEMA3D,ISLR2,SEMA6B,SLIT3
GO:0001558	regulation of cell growth	3.83e-03	3.83e-03	1	BCAR1,KIF26A,SEMA3C,NRCAM,SEMA6A,ABL1,SFRP1,SEMA5A,RTN4,INHBA,SH3BP4,AGT,SEMA7A,SLIT2,SFRP2,SPOCK1,GJA1,SEMA3D,MMP14,CDA,APBB2,ISLR2,SEMA6B,GNG4,SPHK1,SLIT3,DACT3,ENPP1
GO:0030308	negative regulation of cell growth	9.22e-04	9.22e-04	1	SEMA3C,SEMA6A,SFRP1,SEMA5A,RTN4,INHBA,SH3BP4,SLIT2,SFRP2,GJA1,SEMA3D,CDA,APBB2,SEMA6B,GNG4,SLIT3,DACT3,ENPP1
GO:0061061	muscle structure development	2.22e-07	2.22e-07	1	IGF1,EHD2,GPC1,SPEG,EVC,ABL1,DMPK,CAV1,AEBP1,PDGFRB,SDC1,TCF21,BMP4,BMP2,SYNE1,MYH11,PDGFRA,ITGA11,PRICKLE1,TPM1,NKD1,MEGF10,ADAM12,TAGLN,MMP14,SKI,NEXN,COL6A3,LMOD1,HEY1,GREM1,ZFPM2,SGCD,S1PR1,BASP1,EGR3,FHL3,NOG,MAPK12,CACNA1H
GO:0007517	muscle organ development	7.37e-06	7.37e-06	1	IGF1,GPC1,SPEG,EVC,CAV1,AEBP1,TCF21,BMP4,BMP2,ITGA11,PRICKLE1,TPM1,MEGF10,TAGLN,SKI,COL6A3,GREM1,ZFPM2,SGCD,S1PR1,BASP1,EGR3,FHL3,NOG,MAPK12,CACNA1H
GO:0002683	negative regulation of immune system process	2.98e-02	2.98e-02	1	FSTL3,SFRP1,CDK6,GLI3,CXCL12,TNFSF4,TGFB3,INHBA,BMP4,LRRC17,CCL21,THBS1,SLIT2,THY1,NBL1,RUNX1,GREM1,COL3A1,SOCS5,SOX11,APOD,CR1
GO:0040017	positive regulation of locomotion	1.26e-14	1.26e-14	1	IGF1,SNAI2,HGF,FLT4,BCAR1,SEMA3C,FBLN1,LAMB1,SEMA6A,SRPX2,SERPINE1,RARRES2,CXCL12,COL1A1,SEMA5A,SPARC,FGF1,PDGFRB,FOXP1,FN1,F3,NRP2,TEK,TWIST1,PLCG1,SNAI1,BMP4,BMP2,EDN2,KDR,PODXL,PDGFRA,AGT,CCL21,THBS1,SEMA7A,FGF7,CYR61,RHOB,SLIT2,ADRA2A,VEGFC,DAB2,SEMA3D,ANGPT1,MMP14,DDR2,SEMA6B,ROR2,HAS2,PDGFD,SCG2,LRRC15,SPHK1,MYADM,F2R
GO:0040013	negative regulation of locomotion	1.75e-07	1.75e-07	1	SEMA3C,FBLN1,CHRD,SEMA6A,SFRP1,SERPINE1,CXCL12,SEMA5A,DPYSL3,IGFBP5,RECK,LRP1,CCL21,THBS1,CYP1B1,TPM1,RHOB,PHLDB2,SLIT2,SFRP2,SEMA3D,THY1,NBL1,DLC1,GREM1,SEMA6B,COL3A1,MCC,PODN,NOG,ROBO2,APOD
GO:0050795	regulation of behavior	2.19e-05	2.19e-05	1	GPR124,SEMA3C,SEMA6A,HOXA1,SERPINE1,RARRES2,CXCL12,SEMA5A,FGF1,PDGFRB,F3,EDN2,KDR,PDGFRA,CCL21,THBS1,SLIT2,VEGFC,SEMA3D,NBL1,JAM3,GREM1,SEMA6B,SCG2,ROBO2
GO:0048521	negative regulation of behavior	5.29e-04	5.29e-04	1	SEMA3C,SEMA6A,SEMA5A,THBS1,SLIT2,SEMA3D,NBL1,GREM1,SEMA6B,ROBO2
GO:0048520	positive regulation of behavior	1.63e-02	1.63e-02	1	SERPINE1,RARRES2,CXCL12,SEMA5A,PDGFRB,F3,EDN2,KDR,CCL21,THBS1,SLIT2,VEGFC,SCG2
GO:0048729	tissue morphogenesis	3.52e-15	3.52e-15	1	SNAI2,HGF,GLI2,FOXF1,ACTA2,FGF1,FOXP1,TCF21,PKD2,SNAI1,SOX4,BMP4,BMP2,LIF,KRT17,PODXL,SMO,COL5A1,AGT,PRICKLE1,TPM1,NKD1,EPHA2,CYR61,RHOB,PHLDB2,SLIT2,SFRP2,SDK1,CRB2,HMGA2,ITGB1,ADAMTS12,DAB2,THY1,SKI,ITGA5,ACTG2,TGFBR2,HEYL,HAND2,ITGA2,HEY1,DLC1,DACT1,NPNT,ZFPM2,SIX2,S1PR1,SOX11,NOG,COL4A1
GO:0048332	mesoderm morphogenesis	3.99e-03	3.99e-03	1	SNAI1,BMP4,CRB2,HMGA2,ITGB1,ITGA2,SIX2
GO:0002009	morphogenesis of an epithelium	1.06e-10	1.06e-10	1	HGF,GLI2,FOXF1,FGF1,FOXP1,TCF21,PKD2,SOX4,BMP4,BMP2,LIF,KRT17,PODXL,SMO,COL5A1,AGT,PRICKLE1,NKD1,EPHA2,CYR61,RHOB,PHLDB2,SLIT2,SFRP2,ADAMTS12,DAB2,SKI,ITGA5,TGFBR2,HAND2,DLC1,DACT1,NPNT,SIX2,SOX11,NOG,COL4A1
